,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
1544,"Attuvampatty, Villpatty Village, Pallangi Road, Kodaikanal",Attuvampatti,Kodaikanal,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Banquet Facilities|Games Zone|Power Backup|Clubhouse|Campfire / Bon Fire|Children's Park,10.262963,Attuvampatti,77.4934585,HTLGBO1000012791,TLV Resorts,Resort,Kodaikanal,6,Double Deluxe Room,2,4.5,Tamil Nadu,fd74e4a5a966802a8e4392b567db7165
709,"Kalkaji Main Rd, Block L, Kalkaji",Kalkaji,Delhi,0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets are not allowed. Check-in at 12:00 pm Check-out at 11:00 am One valid govt.i.d proof with address and photograph at the time of check-in(pan card not accepted),Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Audio - Visual Equipment|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Grocery|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Smoking Area |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Water Dispenser Available|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility,28.5367732,Kalkaji,77.25745,HTLGBO1000010429,Sunrise Villa,Hotel,Delhi,10,Deluxe Room,1,5.0,Delhi,0d679e0a2b1fc0b3e4bc044f2c14a122
1380,"1286 Kumar Vaddo Near St Michael Church, Anjuna",Anjuna Area,Goa,91,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No check out's will be allowed by the hotel on 31st Dec,"Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Wheelchair Accessibility - Room|Pool Table|Poolside Bar|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area | Bike on Rent|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Kids Play Zone|Taxi Services|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility|Internet Access|Restaurant|Fire Safety",15.58774876,Anjuna Area,73.76520489,HTLGBO1000000319,The Tamarind Hotel,Hotel,Goa,33,Standard Room,170,4.5,Goa,addd72c527fdd685bf0e4c8813274c61
280,Sam Sand Dunes,Sam Sand Dunes,Jaisalmer,76,"The standard check-in time is 03:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel May Charge Dinner Supplement for Festive, Christmas and New Year Gala's Dinner charges that need to be paid while on Check-IN.",Concierge|Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Valet service|Welcome Drinks|Power Backup|Dance Performances (on demand)|Free Local Calls|Safari|Camel Ride| Bike on Rent|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Campfire / Bon Fire| Drivers Rest Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Restaurant|Recreation Zone,26.85572516,Sam Sand Dunes,70.55158016,HTLGBO1000009484,Desert Adventure Camp,Tent,Jaisalmer,50,Deluxe Swiss Tent,25,4.1,Rajasthan,688070b8e5048a9764f082a1f7a68c03
567,"No.16/24,3rd Main Road,Thillai Ganga Nagar,Nanganallur",Others,Chennai,100,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly             Retreat from the excitement of the city to SRI KRISHNA RESIDE, a relaxing haven for leisure and business travelers. The moment you enter inside you will be greeted immediately with warm, personalized service from our attentive staff.The 1",Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Local Tour / Travel Desk|Power Backup|Conference Facility |Room Service (24 Hours)|STD / ISD|Internet Access,12.98920336,Others,80.19304727,HTLGBO1000038330,Sri Krishna Residency,Hotel,Chennai,4,Deluxe Room,6,4.3,Tamil Nadu,562d3eb55b5f7724dad58f3be822eb35
1374,"SCO - 165 -167, Sector 34-A, Near Sham Fashion Mall,Chandigarh, 160022",Sector 34,Chandigarh,85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.  Free up gradation subject to availability.,Airport Transfer Available / Surcharge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Smoking Area |Veg / Non Veg Kitchens Separate |In House Events |Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Parking Facility,30.72057596,Sector 34,76.7714352,HTLGBO1000006039,The Toy Hotel,Hotel,Chandigarh,25,Superior Room,366,4.4,Punjab,5545845ccb55ff2ec6996d8fcd01c2e7
2276,"Near Geeta Bhawan, Pharwahi Bazar, Barnala - 148101",Pharwahi Bazar,Barnala,95,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Airport Transfer Available / Surcharge|Banquet Facilities|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wedding Services Facility|Wake-up Call / Service|Separate Sitting Area|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fire Safety",30.37458172,Pharwahi Bazar,75.55017789,HTLGBO1000012592,Visit Hotel &amp; Restaurant,Hotel,Barnala,20,Deluxe A/C Room,49,4.5,Punjab,1504e70ea98b205f069e915eb00de9cb
112,Village- Guda Bishnoiyan,Others,Jodhpur,50,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory supplement on Christmas,New Years eve and other festive periods. Any such supplements need to be paid at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented on C/in.",Currency Exchange|Doctor on Call|Local Tour / Travel Desk|Major Credit Cards Accepted|Safari|Car Rental|Guide / Sightseeing Service,26.10861743,Others,73.08009837,HTLGBO1000010273,Bishnoi Village Camp and Resort,Resort,Jodhpur,20,Delux Hut,4,4.2,Rajasthan,557fd34dcb684089a18cbd4a3b6e5e49
1796,"Above H.P. High Court,The Mall, Shimla",Main Town,Shimla,70,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Bar / Lounge |Business Center |Concierge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Fax Machine|Board Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,31.09988214,Main Town,77.17416739,HTLGBO1000005717,Hotel Sangeet,Hotel,Shimla,6,Super Deluxe Room,30,3.7,Himachal Pradesh,dcbb960cc2ae10b301ccf3415b5c5268
1000,"G T Road, Ludhiana ,Giaspura Chowk, Near Coco Cola Factory",G T Road,Ludhiana,83,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk,30.900965,G T Road,75.8572758,HTLGBO1000081938,Hotel Parhar,Hotel,Ludhiana,26,Super Deluxe Room,12,3.9,Punjab,ac4c3d668b338d98473552219f798c88
2055,"V.R. Bhurat Nagari, Hampi Road, Hospet",J N Road,Hospet,84,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No Show - 100% Retention,"Swimming Pool|Banquet Facilities|Beauty Salon - on charge|Billiards|Business Center |Doctor on Call|Dry Cleaning|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Wake-up Call / Service|Coffee Shop / Cafe|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Extra Person / Child - Share the same room|Kids Play Zone|Taxi Services|Campfire / Bon Fire|Newspapers In Lobby|Yoga Hall / Classes|Party hall|Outdoor Parking - Secured|Parking Facility",15.2781018,J N Road,76.387666,HTLGBO1000007007,Vijayshree  Resort &amp; Heritage Village,Resort,Hospet,17,HERITAGE KUTIA,73,4.4,Karnataka,f5bbf614858af982da98bbb6d12f94dd
854,Kumarakom jetty Kumarakom,Kumarakom Main Town,Kumarakom,100,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly .,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wake-up Call / Service|Suitable For Children|Conference Facility |ATM / Banking|Free Local Calls|Massage Services |Boating|Open Air Restaurant / Dining | Bike on Rent|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Ayurvedic Facilities,9.596397132,Kumarakom Main Town,76.43058607,HTLGBO1000042338,Cosy Houseboats,Houseboat,Kumarakom,25,1 Bedroom deluxe Room,1,3.0,Kerala,980fafb4c49de0f70a79bdaccb0ee059
988,"7-1-515/F, Palika Bazar X Road, Beside King Darbar Hotel, Near Old Gandhi Hospital, Secunderabad",Secunderabad,Hyderabad,50,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Doctor on Call|Front Desk|Room Service (24 Hours),17.43510783,Secunderabad,78.49968813,HTLGBO1000037018,Hotel Prince Palace,Lodge,Hyderabad,30,Non A/C Room,46,1.7,Andhra Pradesh,5160878697822a82d48271752abdbe2e
